,name,company,year,price,kms_driven,fuel_type
70,Suzuki Liana,Suzuki ,2006,895000,83000,Petrol
71,Toyota Prius,Toyota ,2016,5200000,15205,Petrol
72,Suzuki Alto,Suzuki ,2008,700000,123000,Petrol
73,Suzuki Cultus,Suzuki ,2018,1720000,28575,Petrol
74,Toyota Passo,Toyota ,2014,1650000,80000,Petrol
75,Toyota Prius,Toyota ,2010,1960000,80000,Hybrid
76,Daihatsu Hijet,Daihatsu ,2013,1120000,220000,Petrol
77,Suzuki Cultus,Suzuki ,2006,650000,123456,Petrol
78,Toyota Prius,Toyota ,2014,2790000,90520,Petrol
79,Daihatsu Mira,Daihatsu ,2014,1490000,63200,Petrol
80,Suzuki Margalla,Suzuki ,1993,250000,500000,Hybrid
81,Toyota Corolla,Toyota ,2016,2600000,52000,Petrol
82,Toyota Hilux,Toyota ,2010,3800000,215000,Diesel
83,Toyota Belta,Toyota ,2006,1275000,105000,Petrol
84,Toyota Camry,Toyota ,2012,5000000,100000,Petrol
85,Daihatsu Mira,Daihatsu ,2015,1630000,680000,Petrol
86,Audi A4,Audi ,2017,8700000,5900,Petrol
87,Toyota Corolla,Toyota ,2019,2384000,24000,Petrol
88,Daihatsu Mira,Daihatsu ,2012,1300000,65000,Petrol
89,Honda Civic,Honda ,2014,2384000,77000,Petrol
90,Toyota Noah,Toyota ,2015,3850000,35000,Hybrid
91,Toyota Prado,Toyota ,2012,13900000,75000,Petrol
92,Toyota Prius,Toyota ,2008,1725000,90000,Petrol
93,Honda Civic,Honda ,2015,2384000,65000,Petrol
94,Honda BR-V,Honda ,2018,2875000,37000,Petrol
95,Toyota Harrier,Toyota ,2014,9175000,61118,Petrol
96,Toyota Corolla,Toyota ,2019,3400000,4000,Petrol
97,Toyota Vitz,Toyota ,2014,2384000,129000,Petrol
98,Honda Vezel,Honda ,2016,4630000,51000,Petrol
99,Honda City,Honda ,2018,2725000,11012,Petrol
100,Honda City,Honda ,2015,1875000,55000,Petrol
101,Suzuki Liana,Suzuki ,2006,780000,156000,Hybrid
102,Daihatsu Hijet,Daihatsu ,2010,910000,130394,Petrol
103,Suzuki Bolan,Suzuki ,2016,950000,25000,Petrol
104,Suzuki Swift,Suzuki ,2013,1500000,80000,Petrol
105,Suzuki Wagon,Suzuki ,2018,1500000,30000,Petrol
106,Suzuki Wagon,Suzuki ,2014,1450000,32000,Petrol
107,Suzuki Mehran,Suzuki ,2018,925000,50000,Petrol
108,Toyota Corolla,Toyota ,2015,3000000,200000,Petrol
109,Honda N,Honda ,2016,1595000,41000,Petrol
110,Suzuki Liana,Suzuki ,2006,650000,107602,Petrol
111,Toyota Land,Toyota ,1994,2700000,117000,Diesel
112,Toyota Corolla,Toyota ,2018,3025000,21000,Petrol
113,Honda Civic,Honda ,2001,875000,100000,Petrol
114,Toyota Aqua,Toyota ,2015,2400000,112000,Petrol
115,Honda Civic,Honda ,2010,1725000,55000,Petrol
116,Honda Civic,Honda ,2017,3150000,45000,Petrol
117,Toyota Corolla,Toyota ,2019,2384000,8600,Petrol
118,Toyota Belta,Toyota ,2007,2384000,76000,Petrol
119,Toyota C-HR,Toyota ,2016,2384000,20000,Hybrid
120,Suzuki Alto,Suzuki ,2019,660000,6800,Petrol
121,Honda Civic,Honda ,2014,2525000,29000,Petrol
122,Toyota Aqua,Toyota ,2016,3025000,75000,Hybrid
123,Toyota Land,Toyota ,2016,34300000,43200,Petrol
124,Toyota Land,Toyota ,2016,37500000,12786,Petrol
125,Honda Civic,Honda ,2015,2384000,45000,Petrol
126,Toyota Prius,Toyota ,2010,2200000,125000,Petrol
127,Toyota Prius,Toyota ,2016,4095000,79736,Hybrid
128,Honda N,Honda ,2014,1450000,65000,Petrol
129,Honda BR-V,Honda ,2019,3000000,31456,Petrol
130,Honda Civic,Honda ,2016,3190000,27000,Petrol
131,Suzuki Liana,Suzuki ,2007,725000,170000,Petrol
132,Suzuki Wagon,Suzuki ,2019,1600000,21700,Petrol
133,Daihatsu Boon,Daihatsu ,2017,2384000,24800,Petrol
134,Honda Civic,Honda ,2017,3300000,38000,Petrol
135,Suzuki Swift,Suzuki ,2012,1230000,130000,Petrol
136,Nissan Sunny,Nissan ,2000,660000,300000,Petrol
137,Daihatsu Mira,Daihatsu ,2005,895000,76800,Petrol
138,Daihatsu Mira,Daihatsu ,2012,1200000,120000,Petrol
139,Suzuki Other,Suzuki ,2007,950000,100000,Petrol
140,Suzuki Margalla,Suzuki ,1998,400000,950000,Petrol
141,Toyota Land,Toyota ,2011,20000000,70000,Petrol
142,Honda City,Honda ,2019,2495000,7700,Petrol
143,Honda Fit,Honda ,2017,3325000,31000,Hybrid
144,Toyota Corolla,Toyota ,2010,1750000,94000,Petrol
145,Daihatsu Mira,Daihatsu ,2015,1550000,27000,Petrol
146,Suzuki Mehran,Suzuki ,2009,550000,68000,Petrol
147,Honda Civic,Honda ,2010,1700000,91000,Petrol
148,Toyota Prado,Toyota ,2012,11500000,90000,Petrol
149,Honda City,Honda ,2018,2480000,18000,Petrol
150,Honda Vezel,Honda ,2013,3350000,110000,Petrol
151,Honda Civic,Honda ,2017,3280000,55000,Petrol
152,Suzuki Mehran,Suzuki ,2013,675000,45000,Petrol
153,Suzuki Mehran,Suzuki ,2006,430000,102876,Petrol
154,Daihatsu Mira,Daihatsu ,2018,1875000,2060,Petrol
155,Toyota Passo,Toyota ,2007,1250000,177000,Petrol
156,Toyota Prius,Toyota ,2015,3350000,45000,Petrol
157,Daihatsu Mira,Daihatsu ,2016,1700000,33000,Petrol
158,Toyota Aqua,Toyota ,2013,2250000,70000,Petrol
159,Honda Jade,Honda ,2015,3400000,56000,Hybrid
160,Suzuki Mehran,Suzuki ,2019,1050000,16000,Petrol
161,Toyota Prado,Toyota ,2006,2384000,71000,Petrol
162,Toyota Corolla,Toyota ,2018,2384000,6500,Petrol
163,Honda Accord,Honda ,2012,4200000,71000,Petrol
164,Daihatsu Mira,Daihatsu ,2015,1620000,75922,Petrol
165,Suzuki Alto,Suzuki ,2019,2384000,5000,Petrol
166,Suzuki Alto,Suzuki ,2019,2384000,17000,Petrol
167,Toyota Corolla,Toyota ,2008,1025000,579000,Petrol
168,Toyota Prado,Toyota ,2015,16300000,29197,Petrol
169,Toyota Corolla,Toyota ,2012,1620000,92000,Petrol
170,Suzuki Bolan,Suzuki ,2011,550000,50000,Petrol
171,Nissan Clipper,Nissan ,2014,1125000,161000,Petrol
172,Suzuki Mehran,Suzuki ,2015,660000,40000,Petrol
173,Suzuki Cultus,Suzuki ,2007,630000,92000,Petrol
174,Toyota Corolla,Toyota ,2017,2595000,41000,Petrol
175,Suzuki Wagon,Suzuki ,2018,1620000,8200,Petrol
176,Toyota Aqua,Toyota ,2017,3399000,89990,Hybrid
177,Suzuki Mehran,Suzuki ,2015,760000,79900,Petrol
178,Toyota Corolla,Toyota ,2017,2384000,46000,Hybrid
179,Suzuki Mehran,Suzuki ,2011,575000,138000,Petrol
180,Toyota Corolla,Toyota ,2003,1020000,100000,Diesel
181,Suzuki Alto,Suzuki ,2008,530000,120000,Petrol
182,Toyota Corolla,Toyota ,2017,2480000,38000,Petrol
183,Chevrolet Joy,Chevrolet ,2006,435000,116000,Petrol
184,Suzuki Alto,Suzuki ,2019,1370000,18000,Petrol
185,Honda City,Honda ,2006,1090000,200000,Petrol
186,Honda N,Honda ,2014,1525000,86000,Petrol
187,Toyota Corolla,Toyota ,2013,1680000,80500,Petrol
188,Honda Civic,Honda ,2008,1300000,190000,Petrol
189,KIA Classic,KIA ,2001,250000,193000,Petrol
190,Honda Civic,Honda ,2000,770000,120000,Petrol
191,Toyota Corolla,Toyota ,2015,2550000,94000,Petrol
192,Daihatsu Mira,Daihatsu ,2007,1025000,156000,Petrol
193,Suzuki Liana,Suzuki ,2006,750000,135000,Petrol
194,Toyota Corolla,Toyota ,2016,2690000,42000,Petrol
195,Toyota Corolla,Toyota ,2019,3295000,4100,Petrol
196,Toyota Vitz,Toyota ,2017,2475000,66198,Petrol
197,Toyota Passo,Toyota ,2016,2050000,16667,Petrol
198,Suzuki Swift,Suzuki ,2019,1865000,4000,Petrol
199,Suzuki Alto,Suzuki ,2009,650000,152000,Petrol
200,Toyota Passo,Toyota ,2016,2295000,53122,Petrol
201,Toyota Camry,Toyota ,2012,4500000,104000,Petrol
202,Toyota Corolla,Toyota ,2017,2975000,32000,Petrol
203,Daihatsu Cast,Daihatsu ,2016,2135000,16084,Petrol
204,Toyota Corolla,Toyota ,2015,2550000,160680,Petrol
205,Toyota Probox,Toyota ,2006,1700000,89000,Petrol
206,Suzuki Alto,Suzuki ,2009,775000,90000,Petrol
207,Suzuki Every,Suzuki ,2011,1150000,107500,Petrol
208,Suzuki Cultus,Suzuki ,2013,875000,60000,Petrol
209,Daihatsu Move,Daihatsu ,2013,1350000,90000,Petrol
210,Toyota Corolla,Toyota ,2007,1170000,200000,Petrol
211,Toyota Corolla,Toyota ,2014,2075000,70000,Petrol
212,Honda Civic,Honda ,2010,1245000,210000,Petrol
213,Suzuki MR,Suzuki ,2008,1050000,130000,Petrol
214,Suzuki Cultus,Suzuki ,2011,865000,110000,Petrol
215,Toyota Corolla,Toyota ,2000,600000,163000,Petrol
216,Suzuki Khyber,Suzuki ,1996,450000,100000,Petrol
217,Toyota Corolla,Toyota ,2014,1625000,87000,Petrol
218,Suzuki Mehran,Suzuki ,2002,435000,110000,Petrol
219,Suzuki Swift,Suzuki ,2011,1125000,103335,Petrol
220,Toyota Prius,Toyota ,2013,3300000,60000,Petrol
221,Suzuki Mehran,Suzuki ,2015,760000,45000,Petrol
222,Honda Freed,Honda ,2014,2384000,46000,Petrol
223,Toyota Vitz,Toyota ,2016,2275000,75546,Petrol
224,Suzuki Swift,Suzuki ,2018,1700000,75000,Petrol
225,Toyota Vitz,Toyota ,2011,1720000,114000,Petrol
226,Toyota Vitz,Toyota ,2007,1210000,187632,Petrol
227,Toyota Vitz,Toyota ,2016,2350000,20000,Petrol
228,Toyota Corolla,Toyota ,2010,1725000,115000,Petrol
229,Toyota Land,Toyota ,2008,14000000,91000,Petrol
230,Honda Civic,Honda ,1995,690000,123456,Petrol
231,Honda City,Honda ,2016,1950000,84207,Petrol
232,Honda Civic,Honda ,2010,1850000,66000,Petrol
233,Toyota Vitz,Toyota ,2016,2196000,92000,Petrol
234,Nissan Patrol,Nissan ,2012,19000000,60391,Petrol
235,Toyota C-HR,Toyota ,2017,5700000,29635,Hybrid
236,Toyota Corolla,Toyota ,1999,895000,93000,Petrol
237,Toyota Passo,Toyota ,2013,1525000,99000,Petrol
238,Toyota Corolla,Toyota ,2014,2100000,98000,Petrol
239,Honda Vezel,Honda ,2017,4750000,16000,Hybrid
240,Honda City,Honda ,2017,2145000,70000,Petrol
241,Honda Civic,Honda ,2017,3175000,45000,Petrol
242,Honda N,Honda ,2015,1590000,67500,Petrol
243,Suzuki Wagon,Suzuki ,2016,1325000,100000,Petrol
244,Toyota Prius,Toyota ,2011,1880000,131000,Petrol
245,Mercedes Benz,Mercedes ,1993,635000,160000,Petrol
246,Toyota Corolla,Toyota ,2016,2160000,82000,Petrol
247,Toyota Hilux,Toyota ,2014,4000000,95000,Diesel
248,Toyota Corolla,Toyota ,2007,1950000,150000,Petrol
249,Suzuki Mehran,Suzuki ,2019,1190000,6720,Petrol
250,Toyota Corolla,Toyota ,2008,1080000,80000,Petrol
251,Mitsubishi Pajero,Mitsubishi ,2007,970000,150000,Petrol
252,Toyota Prado,Toyota ,2011,12000000,73500,Petrol
253,Hyundai Santro,Hyundai ,2006,660000,102000,Petrol
254,Toyota Aqua,Toyota ,2013,2225000,89000,Hybrid
255,Mercedes Benz,Mercedes ,1991,775000,200000,Petrol
256,Honda Civic,Honda ,1998,900000,100000,Petrol
257,Mitsubishi Pajero,Mitsubishi ,1992,1000000,200000,Diesel
258,Toyota Passo,Toyota ,2017,2300000,35000,Petrol
259,Suzuki Wagon,Suzuki ,2017,1485000,51000,Petrol
260,Suzuki Alto,Suzuki ,2009,625000,90000,Petrol
261,Honda Civic,Honda ,1999,940000,150000,Petrol
262,Toyota Voxy,Toyota ,2015,4000000,140000,Hybrid
263,Mercedes Benz,Mercedes ,2008,4000000,85000,Petrol
264,Toyota Mark,Toyota ,2009,5600000,167987,Petrol
265,Toyota Prius,Toyota ,2015,3300000,130000,Petrol
266,Toyota Corolla,Toyota ,2018,2840000,53231,Petrol
267,Toyota Hilux,Toyota ,2012,3600000,115000,Diesel
268,Toyota Corolla,Toyota ,2014,2530000,70000,Petrol
269,Suzuki Wagon,Suzuki ,2012,1430000,123448,Petrol
270,Toyota Camry,Toyota ,2007,2500000,85000,Petrol
271,Toyota Prado,Toyota ,2002,5400000,76000,Petrol
272,Toyota Prius,Toyota ,2017,2384000,74000,Hybrid
273,Honda City,Honda ,2019,2400000,20617,Petrol
274,Honda Civic,Honda ,2018,3900000,5675,Petrol
275,Honda City,Honda ,2008,1495000,120000,Petrol
276,Suzuki Mehran,Suzuki ,2016,885000,110000,Petrol
277,Toyota Corolla,Toyota ,2006,2100000,240000,Petrol
278,Daihatsu Cuore,Daihatsu ,2005,570000,85000,Petrol
279,Mercedes Benz,Mercedes ,2013,7500000,55000,Hybrid
280,Suzuki Mehran,Suzuki ,2018,890000,33500,Petrol
281,Toyota Platz,Toyota ,2002,1200000,100000,Petrol
282,Suzuki Wagon,Suzuki ,2018,1530000,44000,Petrol
283,Audi A6,Audi ,2013,17500000,30000,Petrol
284,Suzuki Baleno,Suzuki ,2004,580000,177000,Petrol
285,Suzuki Khyber,Suzuki ,1998,330000,107000,Petrol
286,Toyota Prius,Toyota ,2010,2050000,138000,Hybrid
287,Honda City,Honda ,2014,1725000,89000,Petrol
288,Suzuki Cultus,Suzuki ,2003,560000,130000,Petrol
289,Suzuki Mehran,Suzuki ,2018,900000,30000,Petrol
290,Toyota Aqua,Toyota ,2013,1955000,106000,Petrol
291,Honda City,Honda ,2018,1344000,26000,Petrol
292,Toyota Corolla,Toyota ,2009,1600000,128000,Petrol
293,Toyota Corolla,Toyota ,2016,2650000,134500,Petrol
294,Toyota Belta,Toyota ,2006,1250000,150000,Petrol
295,Suzuki Cultus,Suzuki ,2018,1700000,39500,Petrol
296,Suzuki Mehran,Suzuki ,2006,370000,95000,Petrol
297,Suzuki Alto,Suzuki ,2012,895000,70000,Petrol
298,Suzuki Mehran,Suzuki ,2013,575000,80000,Petrol
299,Suzuki Wagon,Suzuki ,2018,1600000,14797,Petrol
300,Mitsubishi Ek,Mitsubishi ,2011,1220000,103000,Petrol
301,Honda Civic,Honda ,2013,2370000,114000,Petrol
302,Honda Freed,Honda ,2016,3550000,14000,Hybrid
303,Honda Civic,Honda ,2013,2075000,55000,Petrol
304,Honda Civic,Honda ,2015,2125000,125000,Petrol
305,Suzuki Every,Suzuki ,2015,1425000,124000,Petrol
306,Mercedes Benz,Mercedes ,1993,2350000,120000,Petrol
307,Nissan Clipper,Nissan ,2015,2384000,118000,Petrol
308,Daihatsu Mira,Daihatsu ,2016,2384000,60600,Petrol
309,Toyota Aqua,Toyota ,2015,2384000,77200,Petrol
310,Toyota Prius,Toyota ,2016,2384000,63700,Hybrid
311,Toyota Premio,Toyota ,2007,2450000,126458,Petrol
312,Honda Vezel,Honda ,2015,3495000,73734,Petrol
313,Toyota Prius,Toyota ,2017,6400000,52492,Hybrid
314,Toyota Corolla,Toyota ,2016,2250000,46353,Petrol
315,Honda City,Honda ,2018,2400000,24000,Petrol
316,Honda Civic,Honda ,2002,775000,208100,Petrol
317,Toyota Prius,Toyota ,2010,2050000,138000,Hybrid
318,Toyota Corolla,Toyota ,2014,2650000,81000,Petrol
319,Suzuki Mehran,Suzuki ,2017,900000,30000,Petrol
320,Toyota Corolla,Toyota ,2011,1550000,85000,Petrol
321,Toyota Corolla,Toyota ,2018,2700000,39000,Petrol
322,Toyota Prius,Toyota ,2014,3540000,85320,Petrol
323,Toyota Corolla,Toyota ,2006,1050000,300000,Petrol
324,Suzuki Alto,Suzuki ,2007,620000,100000,Petrol
325,Toyota Prado,Toyota ,2019,995000,19800,Petrol
326,Honda City,Honda ,2004,820000,150000,Petrol
327,Suzuki Bolan,Suzuki ,2017,900000,68000,Petrol
328,Honda Civic,Honda ,2018,3800000,18000,Petrol
329,Toyota Corolla,Toyota ,2007,2100000,170000,Petrol
330,Suzuki Wagon,Suzuki ,2017,1295000,100000,Petrol
331,Suzuki Mehran,Suzuki ,2008,600000,54000,Petrol
332,Toyota Fortuner,Toyota ,2016,6900000,55000,Petrol
333,Honda Vezel,Honda ,2015,3800000,57000,Hybrid
334,Suzuki Baleno,Suzuki ,2004,550000,127862,Petrol
335,Suzuki Cultus,Suzuki ,2007,615000,100000,Petrol
336,Toyota Corolla,Toyota ,2017,2540000,36000,Petrol
337,Suzuki Cultus,Suzuki ,2008,749000,99000,Petrol
338,Toyota Corolla,Toyota ,2019,2384000,12000,Petrol
339,Toyota Land,Toyota ,2001,4500000,117000,Diesel
340,Toyota Corolla,Toyota ,2016,2650000,70000,Petrol
341,Honda Vezel,Honda ,2016,4610000,19000,Hybrid
342,Suzuki MR,Suzuki ,2012,1125000,206250,Petrol
343,Suzuki Swift,Suzuki ,2012,1375000,85000,Petrol
344,Toyota Prius,Toyota ,2017,4850000,20000,Petrol
345,Honda Civic,Honda ,2018,3650000,18877,Petrol
346,Honda Civic,Honda ,2013,2235000,130000,Petrol
347,Toyota Vitz,Toyota ,2013,1785000,91037,Petrol
348,Suzuki Bolan,Suzuki ,2018,980000,27500,Petrol
349,Toyota Passo,Toyota ,2016,2325000,32369,Petrol
350,Honda City,Honda ,2006,1080000,146000,Petrol
351,Honda Civic,Honda ,2010,1650000,117000,Petrol
352,Toyota Corolla,Toyota ,2015,2700000,76700,Petrol
353,Toyota Corolla,Toyota ,2004,1050000,200000,Diesel
354,Daihatsu Cuore,Daihatsu ,2005,495000,65890,Petrol
355,Suzuki Cultus,Suzuki ,2018,1615000,23000,Petrol
356,Daihatsu Hijet,Daihatsu ,2010,1000000,100000,Petrol
357,Toyota Vitz,Toyota ,2008,1320000,140000,Petrol
358,Suzuki Alto,Suzuki ,2010,730000,56000,Petrol
359,Suzuki Cultus,Suzuki ,2015,1215000,86816,Petrol
360,Honda BR-V,Honda ,2019,3050000,5000,Petrol
361,Toyota Prius,Toyota ,2016,4800000,63156,Hybrid
362,Toyota Corolla,Toyota ,2016,2900000,52000,Petrol
363,Daihatsu Terios,Daihatsu ,1997,950000,124000,Petrol
364,Toyota Surf,Toyota ,1993,1650000,150000,Diesel
365,Toyota Prius,Toyota ,2011,2320000,114000,Petrol
366,Toyota Corolla,Toyota ,2015,2195000,98000,Petrol
367,Toyota Corolla,Toyota ,2018,2850000,21000,Petrol
368,Suzuki Cultus,Suzuki ,2008,665000,56000,Petrol
369,Toyota Hilux,Toyota ,2012,4450000,86000,Petrol
370,Toyota Aqua,Toyota ,2016,2875000,81000,Hybrid
371,Toyota Corolla,Toyota ,2015,1815000,51000,Petrol
372,Honda Freed,Honda ,2015,3000000,38000,Hybrid
373,Honda City,Honda ,2003,990000,123456,Petrol
374,Toyota Aqua,Toyota ,2017,2384000,17000,Hybrid
375,Suzuki Swift,Suzuki ,2017,1570000,56000,Petrol
376,Toyota Corolla,Toyota ,2010,1700000,94000,Petrol
377,Toyota Crown,Toyota ,2004,4000000,150000,Petrol
378,Honda Civic,Honda ,2013,1995000,90000,Petrol
379,Toyota Prius,Toyota ,2015,3030000,64000,Petrol
380,Honda Civic,Honda ,2019,4000000,10000,Petrol
381,Suzuki Wagon,Suzuki ,2016,1310000,74000,Petrol
382,Honda City,Honda ,2018,2400000,35000,Petrol
383,Honda BR-V,Honda ,2019,3085000,24000,Petrol
384,Suzuki Wagon,Suzuki ,2014,1200000,95000,Petrol
385,Toyota Vitz,Toyota ,2016,2300000,65604,Petrol
386,Toyota Corolla,Toyota ,2017,4000000,63503,Petrol
387,Honda Inspire,Honda ,2018,2595000,14000,Petrol
388,Toyota Platz,Toyota ,2001,865000,222000,Petrol
389,Honda Civic,Honda ,1998,700000,200000,Petrol
390,Honda Civic,Honda ,2013,2250000,140000,Petrol
391,Suzuki Every,Suzuki ,2016,1110000,123000,Petrol
392,Honda N,Honda ,2015,1725000,49700,Petrol
393,Toyota Corolla,Toyota ,2006,1100000,95500,Petrol
394,Honda City,Honda ,2011,1425000,100000,Petrol
395,Daihatsu Move,Daihatsu ,2016,1890000,32500,Petrol
396,Toyota Corolla,Toyota ,2009,1300000,985600,Petrol
397,Suzuki Alto,Suzuki ,2015,1365000,123456,Petrol
398,Toyota Corolla,Toyota ,2011,1850000,150000,Diesel
399,Honda Civic,Honda ,2009,1400000,75000,Petrol
400,Honda City,Honda ,2014,1730000,170000,Petrol
401,Toyota Corolla,Toyota ,2017,3100000,35000,Petrol
402,Nissan Dayz,Nissan ,2014,1440000,53000,Petrol
403,Hyundai Santro,Hyundai ,2002,520000,217000,Petrol
404,Suzuki Swift,Suzuki ,2018,1800000,15000,Petrol
405,Toyota Aqua,Toyota ,2016,2384000,68000,Petrol
406,Toyota Prius,Toyota ,2017,4550000,30000,Hybrid
407,Toyota Passo,Toyota ,2016,2250000,23000,Petrol
408,Toyota Corolla,Toyota ,2018,3225000,4000,Petrol
409,Toyota Aqua,Toyota ,2016,2850000,29191,Hybrid
410,Suzuki Cultus,Suzuki ,2006,635000,78000,Petrol
411,Toyota Corolla,Toyota ,2017,3800000,87442,Petrol
412,Toyota Passo,Toyota ,2016,2200000,8666,Petrol
413,Honda Vezel,Honda ,2015,3900000,40930,Petrol
414,Hyundai Santro,Hyundai ,2006,675000,115000,Petrol
415,Toyota Corolla,Toyota ,2016,3655000,77443,Hybrid
416,Honda Civic,Honda ,2017,3300000,50000,Petrol
417,Toyota Vitz,Toyota ,2007,1190000,95000,Petrol
418,Toyota Prius,Toyota ,2016,4700000,118536,Petrol
419,Suzuki Swift,Suzuki ,2013,1450000,69000,Petrol
420,Honda Civic,Honda ,2005,975000,198300,Petrol
421,Daihatsu Mira,Daihatsu ,2014,1600000,79000,Petrol
422,Toyota Platz,Toyota ,2007,950000,98500,Petrol
423,Suzuki Mehran,Suzuki ,2016,795000,35600,Petrol
424,Suzuki Swift,Suzuki ,2012,1350000,45923,Petrol
425,Toyota Corolla,Toyota ,2013,1850000,47000,Petrol
426,Honda City,Honda ,2016,2125000,52600,Petrol
427,Honda City,Honda ,2014,1750000,55000,Petrol
428,Toyota Corolla,Toyota ,2016,2640000,88000,Petrol
429,Toyota Premio,Toyota ,2007,2880000,180000,Petrol
430,Honda Civic,Honda ,2016,3000000,50000,Petrol
431,Toyota Hiace,Toyota ,2017,123000,97000,Petrol
432,Chevrolet Optra,Chevrolet ,2005,780000,190000,Petrol
433,Suzuki Mehran,Suzuki ,1992,160000,123456,Petrol
434,Suzuki Wagon,Suzuki ,2014,1180000,112300,Petrol
435,Suzuki Mehran,Suzuki ,2015,650000,80000,Petrol
436,Suzuki Mehran,Suzuki ,2006,470000,98000,Petrol
437,Daihatsu Copen,Daihatsu ,2014,2450000,25000,Petrol
438,Honda City,Honda ,1998,650000,200000,Petrol
439,Toyota Hilux,Toyota ,2018,6725000,11800,Diesel
440,Suzuki Swift,Suzuki ,2016,1490000,111589,Petrol
441,Suzuki Cultus,Suzuki ,2008,695000,65000,Petrol
442,Toyota Hilux,Toyota ,2019,6650000,5000,Diesel
443,Toyota Land,Toyota ,2013,22000000,72000,Petrol
444,Honda Civic,Honda ,2017,3350000,40500,Petrol
445,Honda N,Honda ,2017,2150000,40000,Petrol
446,Daihatsu Boon,Daihatsu ,2017,2075000,35500,Petrol
447,Toyota Corolla,Toyota ,2015,3200000,40000,Hybrid
448,Honda Civic,Honda ,2017,3380000,33000,Petrol
449,Toyota Prado,Toyota ,2013,13900000,83395,Petrol
450,Suzuki Mehran,Suzuki ,2018,910000,18000,Petrol
451,Honda BR-V,Honda ,2019,3150000,9049,Petrol
452,Toyota Corolla,Toyota ,2011,1450000,135000,Petrol
453,Honda Civic,Honda ,2007,1600000,57000,Petrol
454,Toyota Vitz,Toyota ,2004,1580000,126000,Petrol
455,Toyota Premio,Toyota ,2006,1900000,126000,Petrol
456,Honda City,Honda ,2001,750000,170000,Petrol
457,Suzuki Bolan,Suzuki ,2015,650000,60270,Petrol
458,Toyota Corolla,Toyota ,2019,3400000,7800,Petrol
459,Suzuki Baleno,Suzuki ,2004,495000,123456,Petrol
460,Suzuki Cultus,Suzuki ,2010,820000,98600,Petrol
461,Suzuki Cultus,Suzuki ,2003,470000,100000,Petrol
462,Suzuki Every,Suzuki ,2008,975000,71000,Petrol
463,Suzuki Cultus,Suzuki ,2008,670000,110000,Petrol
464,Toyota Prado,Toyota ,2012,6500000,150000,Petrol
465,Suzuki Mehran,Suzuki ,2018,1000000,14000,Petrol
466,Toyota Hiace,Toyota ,2009,2400000,350000,Diesel
467,Toyota Corolla,Toyota ,2012,1650000,67000,Petrol
468,Suzuki Cultus,Suzuki ,2019,1850000,26000,Petrol
469,Daihatsu Cuore,Daihatsu ,2010,610000,95000,Petrol
470,Toyota Corolla,Toyota ,2011,1630000,108000,Petrol
471,Toyota Vitz,Toyota ,2014,1900000,73000,Petrol
472,Toyota Fortuner,Toyota ,2017,7500000,32000,Petrol
473,Honda Vezel,Honda ,2016,3950000,86000,Petrol
474,Toyota Aqua,Toyota ,2017,2384000,24538,Petrol
475,Toyota Prado,Toyota ,2012,15500000,80246,Petrol
476,Honda Civic,Honda ,2003,1070000,170000,Petrol
477,Honda Civic,Honda ,2018,3800000,13500,Petrol
478,Mercedes Benz,Mercedes ,2015,8600000,90000,Petrol
479,Hyundai Santro,Hyundai ,2005,600000,410000,Petrol
480,Suzuki Bolan,Suzuki ,2015,675000,74000,Petrol
481,Toyota Vitz,Toyota ,2001,1350000,123456,Petrol
482,Suzuki Alto,Suzuki ,2014,1400000,80000,Petrol
483,Suzuki Mehran,Suzuki ,2010,550000,74000,Petrol
484,Toyota Corolla,Toyota ,2016,2750000,75000,Petrol
485,Honda Civic,Honda ,2006,1300000,123456,Petrol
486,Mitsubishi Lancer,Mitsubishi ,2012,1250000,111250,Petrol
487,Toyota Prado,Toyota ,2003,5000000,155000,Petrol
488,Toyota Corolla,Toyota ,2011,1680000,170000,Petrol
489,Suzuki Swift,Suzuki ,2016,1610000,50000,Petrol
490,Suzuki Cultus,Suzuki ,2005,680000,65000,Petrol
491,Daihatsu Mira,Daihatsu ,2013,975000,79000,Petrol
492,Toyota Corolla,Toyota ,2017,2400000,50000,Petrol
493,Toyota Vitz,Toyota ,2017,2500000,63232,Petrol
494,Toyota Corolla,Toyota ,2007,1700000,44000,Petrol
495,Toyota Vitz,Toyota ,2015,2200000,63000,Petrol
496,Honda Civic,Honda ,2017,3550000,4700,Petrol
497,Daihatsu Mira,Daihatsu ,2017,1950000,34139,Petrol
498,Mercedes Benz,Mercedes ,2016,11000000,37000,Petrol
499,Toyota Camry,Toyota ,2019,12500000,18000,Petrol
500,Toyota Prado,Toyota ,2013,12600000,83667,Petrol
501,Toyota Surf,Toyota ,2005,4500000,100714,Petrol
502,Honda City,Honda ,2015,2400000,56000,Petrol
503,Honda Civic,Honda ,2017,3200000,26000,Petrol
504,Suzuki Swift,Suzuki ,2017,1575000,34000,Petrol
505,Toyota Fortuner,Toyota ,2017,7500000,36500,Petrol
506,Honda Civic,Honda ,1998,790000,245333,Petrol
507,Audi A4,Audi ,2016,7200000,98600,Petrol
508,Toyota Premio,Toyota ,2008,2500000,105000,Petrol
509,Honda Civic,Honda ,2004,1090000,139000,Petrol
510,Honda Accord,Honda ,2002,1725000,106500,Petrol
511,Suzuki Alto,Suzuki ,2019,1385000,10000,Petrol
